Ticker,Company,Sector
ION.V,Ion Energy Ltd.,
IPA.V,ImmunoPrecise Antibodies Ltd,
IPCI.TO,Intellipharmaceutics International Inc,
IPCO.TO,International Petroleum Corp.,
IPL.TO,Inter Pipeline Ltd,"Energy, Oil and Gas"
IPO.TO,InPlay Oil Corp,"Energy, Oil and Gas"
IPT.V,Impact Silver Corp.,"Mining, Materials"
IQ.V,"Airiq, Inc",
ISO.V,IsoEnergy Ltd.,"Mining, Materials"
ITM.V,Intema Solutions Inc,
ITP.TO,Intertape Polymer Group Inc.,
ITR.V,Integra Resources Corp,
IVN.TO,Ivanhoe Mines Ltd. (Class A),"Mining, Materials"
JAG.TO,Jaguar Mining Inc,
JE.TO,Just Energy Group Inc,
JEV.V,Jericho Energy Ventures Inc,
JNH.V,Jack Nathan Medical Corp.,
JOSE.TO,Josemaria Resources Inc,"Mining, Materials"
JOY.TO,Journey Energy Inc,
JRV.V,Jervois Mining Ltd.,
JUGR.V,Juggernaut Exploration Ltd,
JUMP.V,Leveljump Healthcare Corp.,
JWEL.TO,Jamieson Wellness Inc,
K.TO,Kinross Gold Corp.,
KC.V,Kutcho Copper Corp,
KCC.V,Kincora Copper Ltd,
KDK.V,Kodiak Copper Corp,
KEL.TO,Kelt Exploration Ltd,
KEON-H.V,Keon Capital Inc,
KEY.TO,Keyera Corp,
KFR.V,Kingfisher Metals Corp,
KHRN.V,Khiron Life Sciences Corp,
KITS.TO,Kits Eyecare Ltd,
KL.TO,Kirkland Lake Gold Ltd,
KLD.V,Kenorland Minerals Ltd.,
KLS.TO,Kelso Technologies Inc.,"Manufacturing, Transportation"
KMP-UN.TO,Killam Apartment Reit,
KNC.V,K9 Gold Corp.,
KNRCSE,Kontrol Technologies Corp,
KNT.TO,K92 Mining Inc,"Mining, Materials"
KOR.TO,Corvus Gold Inc,
KORE.V,Kore Mining Ltd,
KRR.TO,Karora Resources Inc,
KTN.V,Kootenay Silver Inc,
KTO.V,K2 Gold Corp,
KWE.V,KWESST Micro Systems Inc.,
KXS.TO,Kinaxis Inc,
LAB.V,Labrador Gold Corp,
LABS.TO,Medipharm Labs Corp,"Manufacturing, Healthcare, Pharmaceuticals"
LAC.TO,Lithium Americas Corp,
LAM.TO,Laramide Resources Ltd.,"Mining, Materials"
LB.TO,Laurentian Bank Of Canada,
LBC.V,Libero Copper & Gold Corporation,
LBS.TO,Life & Banc Split Corp (Class A),
LEAF.TO,Leaf Mobile Inc,
LGD.TO,Liberty Gold Corp.,
LGO.TO,Largo Resources Ltd.,
LI.V,American Lithium Corp,
LIF.TO,Labrador Iron Ore Royalty Corp,
LIO.V,Lion One Metals Ltd,"Mining, Materials"
LIS.V,Lithium South Development Corporation,
LITH.V,Lithium Chile Inc,
LLG.V,Mason Graphite Inc,"Mining, Materials"
LN.TO,Loncor Resources Inc,
LNR.TO,Linamar Corp.,
LORD.V,St. James Gold Corp,
LPEN.TO,Loop Energy Inc,
LPS.V,Legend Power Systems Inc.,"Manufacturing, Clean Energy, Electronics, Engineering, Technology"
LR.V,Luminex Resources Corp,
LSPD.TO,Lightspeed POS Inc,
LTE.V,Lite Access Technologies Inc,
LUC.TO,Lucara Diamond Corp,"Mining, Materials"
LUCK.V,Real Luck Group Ltd.,
LUG.TO,Lundin Gold Inc,
LUM.V,Lumina Gold Corp,
LUN.TO,Lundin Mining Corp.,
LVX.V,Leviathan Gold Ltd,
LXE.V,Leucrotta Exploration Inc.,"Energy, Oil and Gas"
LXG.V,Lexagene Holdings Inc,"Mining, Materials"
MAG.TO,MAG Silver Corp.,
MAI.V,Minera Alamos Inc,
MAPS.V,ProStar Holdings Inc.,
MARI.TO,Marimaca Copper Corp,
MAU.V,Montage Gold Corp,
MAW.TO,Mawson Gold Ltd,
MAXR.TO,Maxar Technologies Inc,
MBCN.TO,MindBeacon Holdings Inc,
MBX.TO,Microbix Biosystems Inc.,
MCI.V,Minnova Corp,"Mining, Materials"
MDA.TO,MDA Ltd,Recent IPOs
MDF.TO,mdf commerce inc,
MDI.TO,Major Drilling Group International Inc.,"Oil and Gas, Mining, Materials"
MDL.V,Medallion Resources Ltd,
MDNA.TO,Medicenna Therapeutics Corp,"Manufacturing, Healthcare, Biotechnology"
MDP.V,Medexus Pharmaceuticals Inc,"Manufacturing, Healthcare, Pharmaceuticals"
MEDV.NE,Medivolve Inc,
MEG.TO,MEG Energy Corp,
MFC.TO,Manulife Financial Corp.,
MFG.V,Mayfair Gold Corp,
MFI.TO,Maple Leaf Foods Inc.,
MG.TO,Magna International Inc.,
MGG.V,Minaurum Gold Inc,"Mining, Materials"
MGM.V,Maple Gold Mines Ltd,
MI-UN.TO,Minto Apartment Real Estate Investment Trust,
MIN.TO,Excelsior Mining Corp,"Mining, Materials"
MIR.V,Medmira Inc,
MKO.V,Mako Mining Corp,
ML.V,Millennial Lithium Corp,
MMED.NE,Mind Medicine Inc,
MMG.V,Metallic Minerals Corp,
MMX.TO,Maverix Metals Inc,
MN.V,Manganese X Energy Corp,
MNOW.V,Mednow Inc (Class A),
MOGO.TO,Mogo Inc,
MON.V,Montero Mining and Exploration Ltd,
MOZ.TO,Marathon Gold Corporation,
MPCT-UN.TO,Dream Impact Trust,
MPVD.TO,Mountain Province Diamonds Inc,"Mining, Materials"
MRE.TO,"Martinrea International, Inc.",
MRG-UN.TO,Morguard North American Residential Real Estate Investment Trust,
MRS.V,Mission Ready Solutions Inc,
MRT-UN.TO,Morguard Real Estate Investment Trust,
MRU.TO,Metro Inc,
MRZ.V,Mirasol Resources Ltd,"Mining, Materials"
MSI.TO,Morneau Shepell Inc,Consulting
MTA.V,Metalla Royalty and Streaming Ltd,
MTB.V,Mountain Boy Minerals Ltd.,
MTL.TO,Mullen Group Ltd,
MTRX.V,Loop Insights Inc,
MTS.V,Metallis Resources Inc,"Mining, Materials"
MTY.TO,MTY Food Group Inc.,
MUX.TO,McEwen Mining Inc,
MVI-H.V,Monitor Ventures Inc,
MVMDCSE,Mountain Valley MD Holdings Inc,
MVP.V,MediaValet Inc,"Entertainment and Media, Software, Technology"
MVY.V,Moovly Media Inc,
MX.TO,Methanex Corp.,
MXR.V,Max Resource Corp.,
MYCO.NE,Mydecine Innovations Group Inc,
MYID.V,Killi Ltd,
N.V,Namaste Technologies Inc,
NA.TO,National Bank Of Canada,
NAC-U.TO,NextPoint Acquisition Corp (Class A),
NB.TO,NioCorp Developments Ltd,"Mining, Materials"
NBL-H.V,Nobelium Tech Corp,
NBR.V,Nubian Resources Ltd,
NBVA.V,Nubeva Technologies Ltd.,"Software, Internet"
NBY.V,Niobay Metals Inc,
NCAU.V,Newcore Gold Ltd.,
NDA.V,Neptune Digital Assets Corp.,
NDM.TO,Northern Dynasty Minerals Ltd.,"Mining, Materials"
NDVA.V,Indiva Ltd,"Manufacturing, Cannabis, Healthcare"
NEE.V,Northern Vertex Mining Corp,
NEO.TO,Neo Performance Materials Inc,
NEPT.TO,Neptune Wellness Solutions Inc,
NEXE.V,NEXE Innovations Inc (Class A),
NEXT.TO,NextSource Materials Inc,
NFG.V,New Found Gold Corp,
NFI.TO,NFI Group Inc,
NG.TO,Novagold Resources Inc.,
NGC.V,Northern Graphite Corp,
NGD.TO,New Gold Inc,
NGEX.V,NGEx Minerals Ltd,
NGLD.V,New Placer Dome Gold Corp.,
NGT.TO,Newmont Corp,
NHK.TO,Nighthawk Gold Corp,
NICL.V,Nickel Rock Resources Inc.,
NKG.V,Nevada King Gold Corp,
NKL.V,Nickel 28 Capital Corp,
NLC.V,Neo Lithium Corp,"Manufacturing, Mining, Materials"
NLH.V,Nova Leap Health Corp,
NNO.V,Nano One Materials Corp,
NOA.TO,North American Construction Group Ltd,
NOC.V,Norseman Silver Inc.,
NOU.V,Nouveau Monde Graphite Inc,
NOVC.V,Nova Cannabis Inc,
NOVR.V,Nova Royalty Corp.,
NPI.TO,Northland Power Inc.,
NPR.V,North Peak Resources Ltd.,
NPTH.V,NeuPath Health Inc,
NRM.V,Noram Ventures Inc,
NSR.TO,Nomad Royalty Company Ltd,
NTAR.NE,NexTech AR Solutions Corp,
NTR.TO,Nutrien Ltd,
NUAG.TO,New Pacific Metals Corp.,
NUMI.V,Numinus Wellness Inc.,
NVA.TO,Nuvista Energy Ltd.,
NVCN.TO,Neovasc Inc,
NVEI.TO,Nuvei Corporation,
NVO.TO,Novo Resources Corp,
NWC.TO,North West Company Inc,
NWH-UN.TO,NorthWest Healthcare Properties REIT Investment Trust,
NWST.V,Northwest Copper Corp,
NWX.V,Newport Exploration Ltd,
NXE.TO,NexGen Energy Ltd,
NXO.V,Nexoptic Technology Corp,"Mining, Materials"
NXR-UN.TO,Nexus Real Estate Investment Trust. - Unit,
OBE.TO,Obsidian Energy Ltd,
OCG.V,Outcrop Gold Corp,
OCO.V,Oroco Resource Corp,"Mining, Materials"
OG.V,Organic Garage Ltd,
OGC.TO,OceanaGold Corporation,
OGI.TO,OrganiGram Holdings Inc.,"Manufacturing, Cannabis, Healthcare"
OGN.V,Orogen Royalties Inc,
OGO.V,Organto Foods Inc,
OLA.TO,Orla Mining Ltd,
OM.V,Osisko Metals Incorporated,"Mining, Materials"
OMI.TO,Orosur Mining Inc,
OMM.V,Omineca Mining and Metals Ltd,
ONC.TO,"Oncolytics Biotech, Inc.","Manufacturing, Healthcare, Biotechnology"
ONE.V,01 Communique Laboratory Inc,
ONEX.TO,Onex Corp.,
OPS.TO,Opsens Inc,"Manufacturing, Machinery, Electronics, Engineering, Technology"
OR.TO,Osisko Gold Royalties Ltd,"Mining, Materials"
ORA.TO,Aura Minerals Inc.,"Mining, Materials"
ORE.V,Orezone Gold Corp,"Mining, Materials"
ORG.V,Orca Gold Inc,"Mining, Materials"
ORL.TO,Orocobre Ltd,
OROX.V,Oro X Mining Corp,
OSI.V,Osino Resources Corp.,
OSK.TO,Osisko Mining Inc,"Mining, Materials"
OSS.V,OneSoft Solutions Inc,"Software, Internet, Technology"
OTEX.TO,Open Text Corp,
OVV.TO,Ovintiv Inc,
OYL.V,CGX Energy Inc,"Energy, Oil and Gas"
PAAS.TO,Pan American Silver Corp,"Mining, Materials"
PAC.V,Pacton Gold Inc,
PAT.TO,Patriot One Technologies Inc,"Mining, Materials"
PAY.TO,Payfare Inc (Class A),Recent IPOs
PBH.TO,Premium Brands Holdings Corp,
PBL.TO,Pollard Banknote Ltd,
PBX.V,PowerBand Solutions Inc,
PCLO.V,PharmaCielo Ltd.,
PD.TO,Precision Drilling Corp,
PE.V,Pure Energy Minerals Ltd,
PEA.TO,Pieridae Energy Ltd,"Energy, Oil and Gas"
PEAK.V,Sun Peak Metals Corp.,
PERU.V,Chakana Copper Corp,"Mining, Materials"
PEY.TO,Peyto Exploration & Development Corp.,
PFM.V,ProntoForms Corp,Logistics
PG.TO,Premier Gold Mines Ltd,
PGLD.V,P2 Gold Inc.,
PGM.V,Pure Gold Mining Inc,"Mining, Materials"
PGZ.V,Pan Global Resources Inc,
PHA.V,Premier Health of America Inc,
PHO.TO,"Photon Control, Inc.","Manufacturing, Electronics, Semiconductors, Engineering, Technology"
PHX.TO,PHX Energy Services Corp,"Oil and Gas, Mining, Materials"
PHYS.TO,Sprott Physical Gold Trust,
PIF.TO,Polaris Infrastructure Inc,
PINK.V,Perimeter Medical Imaging AI Inc,
PIPE.TO,Pipestone Energy Corp.,"Energy, Oil and Gas"
PKI.TO,Parkland Corp,
PKT.V,Parkit Enterprise Inc,
PL.TO,Pinnacle Renewable Energy Inc,
PLAN.V,Progressive Planet Solutions Inc,
PLC.TO,Park Lawn Corp,
PLTHCSE,Planet 13 Holdings Inc,
PLU.V,Plateau Energy Metals Inc,"Mining, Materials"
PLUR.V,Plurilock Security Inc.,
PLZ-UN.TO,Plaza Retail REIT,"Real Estate, Finance"
PNG.V,Kraken Robotics Inc,"Manufacturing, Machinery, Engineering, Technology"
POND.V,Pond Technologies Holdings Inc,
POU.TO,Paramount Resources Ltd. (Class A),
POW.TO,Power Corp. Of Canada,
PPL.TO,Pembina Pipeline Corporation,
PPTA.TO,Perpetua Resources Corp.,
PRB.V,Probe Metals Inc,
PRMW.TO,Primo Water Corporation,
PRU.TO,Perseus Mining Limited,
PRV-UN.TO,PRO Real Estate Investment Trust,"Real Estate, Finance"
PRYM.V,Prime Mining Corp,
PSI.TO,Pason Systems Inc.,"Manufacturing, Machinery, Oil and Gas, Mining, Engineering"
PSK.TO,PrairieSky Royalty Ltd,
PSLV.TO,Sprott Physical Silver Trust,
PSYB.V,PsyBio Therapeutics Corp,
PTK.V,POET Technologies Inc,
PTM.TO,Platinum Group Metals Ltd.,
PTQ.V,Protech Home Medical Corp.,
PVG.TO,Pretium Resources Inc,
PWM.V,Power Metals Corp,
PXA.V,Phoenix Gold Resources Corp.,
PXI.V,Planet Ventures Inc,
PXT.TO,Parex Resources Inc,
PYR.TO,Pyrogenesis Canada Inc,Environmental Services
PZA.TO,Pizza Pizza RoyaltyCorp,
QBR-B.TO,Quebecor Inc. (Class B),
QBTC-U.TO,The Bitcoin Fund - Unit - Class A,
QEX.V,QuestEx Gold & Copper Ltd.,
QMC.V,QMC Quantum Minerals Corp,
QRC.V,Queen`s Road Capital Investment Ltd,
QSR.TO,Restaurant Brands International Inc,
QST.V,Questor Technology Inc,"Manufacturing, Machinery, Engineering"
QTRH.TO,Quarterhill Inc,
QUIS.V,Quisitive Technology Solutions Inc,
QYOU.V,QYOU Media Inc,
RAY-A.TO,Stingray Group Inc,
RBA.TO,Ritchie Bros Auctioneers Inc,
RBX.V,Robex Resources Inc.,
RCC-H.V,Red Rock Capital Corp,
RCG.TO,RF Capital Group Inc,
RCH.TO,Richelieu Hardware Ltd.,
RCI-B.TO,Rogers Communications Inc. (Class B),
RCK.V,Rock Tech Lithium Inc,"Mining, Materials"
RDG.V,Ridgeline Minerals Corp.,
REAL.TO,Real Matters Inc,
REAX.V,The Real Brokerage Inc.,
RECO.V,Reconnaissance Energy Africa Ltd,
RECP.TO,Recipe Unlimited Corp,
REG.V,Regulus Resources Inc,"Mining, Materials"
REI-UN.TO,RioCan Real Estate Investment Trust,
RET-A.V,Reitmans Ltd. (Class A),"Apparel and Footwear, Retail, Fashion and Jewelry, Consumer Products"
REVO.V,RevoluGROUP Canada Inc,
RFP.TO,Resolute Forest Products Inc,
RHC.V,Royal Helium Ltd,
RHT.V,Reliq Health Technologies Inc,Technology
RIO.V,Rio2 Ltd.,
RIV.TO,RIV Capital Inc (Class A),
RKR.V,Rokmaster Resources Corp,
RMK.V,Red Moon Resources Inc,
RNW.TO,TransAlta Renewables Inc,"Energy, Clean Energy, Utilities, Engineering"
ROI.V,Route1 Inc.,
ROMJ.V,Rubicon Organics Inc,
ROOT.TO,Roots Corp,
ROS.V,Roscan Gold Corp.,
ROXG.TO,Roxgold Inc,"Mining, Materials"
RPX.V,Red Pine Exploration Inc,
RRI.V,#NAME?,
RSI.TO,Rogers Sugar Inc,
RSLV.V,Reyna Silver Corp,
RSS.V,Resaas Services Inc,"Software, Internet, Technology"
RUS.TO,Russel Metals Inc.,
RVG.V,Revival Gold Inc,
RVX.TO,Resverlogix Corp.,
RW.V,RenoWorks Software Inc,
RWR.V,Rockwealth Resources Corp,"Mining, Materials"
RY.TO,Royal Bank of Canada,"Finance, Banking"
SAP.TO,Saputo Inc,"Food, Manufacturing, Consumer Products"
SBB.TO,Sabina Gold & Silver Corp,"Mining, Materials"
SBM.V,Sirona Biochem Corp,"Manufacturing, Healthcare, Biotechnology"
SCAN.V,Liberty Defense Holdings Ltd,
SCL.TO,ShawCor Ltd.,"Manufacturing, Machinery, Consulting, Engineering"
SCOT.V,Scottie Resources Corp,
SCR.TO,Score Media and Gaming Inc (Class A),
SCZ.V,Santacruz Silver Mining Ltd,
SDE.V,Spartan Delta Corp.,
SEA.TO,"Seabridge Gold, Inc.","Mining, Materials"
SES.TO,Secure Energy Services Inc,"Manufacturing, Machinery, Oil and Gas, Mining, Engineering"
SGI.V,Superior Gold Inc,"Mining, Materials"
SGMA.V,Sigma Lithium Resources Corp.,
SGR-R.TO,Slate Grocery REIT - Subscription Receipts - Mar 2021,
SGR-UN.TO,Slate Grocery REIT,
SGY.TO,Surge Energy Inc,"Energy, Oil and Gas"
SHG.V,Skylight Health Group Inc,
SHOP.TO,Shopify Inc (Class A),"Retail, Software, Internet, Technology"
SIA.TO,Sienna Senior Living Inc,"Consulting, Healthcare"
SII.TO,Sprott Inc,
SIL.TO,SilverCrest Metals Inc,"Mining, Materials"
SIS.TO,Savaria Corp.,"Healthcare, Consumer Products"
SJ.TO,Stella-Jones Inc.,"Manufacturing, Machinery, Materials"
SJR-B.TO,Shaw Communications Inc. (Class B),"Telecommunications, Entertainment and Media, Internet"
SKE.TO,Skeena Resources Limited,"Mining, Materials"
SLF.TO,"Sun Life Financial, Inc.","Finance, Insurance"
SLL.V,Standard Lithium Ltd,"Manufacturing, Mining, Materials"
SLS.TO,Solaris Resources Inc,
SLVR.V,Silver Tiger Metals Inc,
SMD.V,Strategic Metals Ltd,"Mining, Materials"
SMN.V,Sun Summit Minerals Corp,
SMP.V,Southern Empire Resources Corp,
SMT.TO,Sierra Metals Inc,"Mining, Materials"
SMU-UN.TO,Summit Industrial Income REIT,"Real Estate, Finance"
SNC.TO,SNC - Lavalin Group Inc.,"Manufacturing, Consulting, Construction, Engineering"
SOLG.TO,SolGold Plc,
SOLR.V,Solar Alliance Energy Inc.,
SOT-UN.TO,Slate Office Real Estate Investment Trust,"Real Estate, Finance"
SOY.TO,"Sunopta, Inc.","Food, Manufacturing, Consumer Products"
SPA.V,Spanish Mountain Gold Ltd,
SPB.TO,Superior Plus Corp,"Energy, Oil and Gas, Materials"
SPC.V,SPC Nickel Corp.,
SPG.TO,Spark Power Group Inc,"Energy, Oil and Gas, Utilities"
SPOT.V,GoldSpot Discoveries Corp,"Software, Internet, Technology"
SQD.V,SQI Diagnostics Inc,
SRHI.TO,SRHI Inc (Class A),
SRU-UN.TO,SmartCentres Real Estate Investment Trust,"Real Estate, Finance"
SRX.TO,Storm Resources Ltd,"Energy, Oil and Gas"
SSL.TO,Sandstorm Gold Ltd,Finance
SSRM.TO,SSR Mining Inc,"Mining, Materials"
SSV.V,Southern Silver Exploration Corp.,
SSVR.V,Summa Silver Corp,
STC.V,Sangoma Technologies Corporation,
STE.V,Starr Peak Mining Ltd,
STEP.TO,STEP Energy Services Ltd,"Energy, Oil and Gas"
STGO.TO,Steppe Gold Ltd,
STLC.TO,Stelco Holdings Inc,"Manufacturing, Mining, Engineering, Materials"
STN.TO,Stantec Inc,"Construction, Engineering"
STNG.V,Stinger Resources Inc,Recent IPOs
STRR.V,Star Royalties Ltd.,
SU.TO,"Suncor Energy, Inc.","Energy, Oil and Gas"
SUP.V,Northern Superior Resources Inc,
SURG.V,Surge Copper Corp.,
SVA.V,Sernova Corp.,
SVB.TO,Silver Bull Resources Inc,
SVE.V,Silver One Resources Inc,
SVI.V,Storagevault Canada Inc,"Real Estate, Logistics"
SVM.TO,Silvercorp Metals Inc,"Mining, Materials"
SVS.V,Solarvest BioEnergy Inc,
SVTN.V,Silverton Metals Corp,
SW.TO,Sierra Wireless Inc,"Telecommunications, Manufacturing, Electronics, Software, Internet, Technology"
SXP.TO,Supremex Inc,"Cannabis, Consumer Products"
SYH.V,Skyharbour Resources Ltd,"Mining, Materials"
SYZ.TO,"Sylogist, Ltd",
SZLS.TO,StageZero Life Sciences Ltd,
TA.TO,Transalta Corp.,"Energy, Oil and Gas, Utilities"
TAU.V,Thesis Gold Inc.,
TBIX.V,TrustBIX Inc,
TBL.TO,Taiga Building Products Ltd,"Construction, Logistics"
TBR.V,Timberline Resources Corp.,
TBRD.V,Thunderbird Entertainment Group Inc,
TBX.V,Turmalina Metals Corp,
TCL-A.TO,"Transcontinental, Inc. (Class A)","Manufacturing, Materials"
TCN.TO,Tricon Residential Inc,Finance
TCW.TO,"Trican Well Service, Ltd.","Manufacturing, Machinery, Oil and Gas, Mining, Engineering"
TD.TO,Toronto Dominion Bank,"Finance, Banking"
TECK-B.TO,Teck Resources Ltd (Class B),"Mining, Materials"
TELO.V,Telo Genomics Corp,
TEST.V,FluroTech Ltd,
TEV.TO,Tervita Corporation,"Manufacturing, Machinery, Oil and Gas, Mining, Engineering"
TF.TO,Timbercreek Financial Corp,Finance
TFII.TO,TFI International Inc,"Logistics, Transportation"
TGL.TO,Transglobe Energy Corp.,"Energy, Oil and Gas"
TGM.V,Trillium Gold Mines Inc.,
TGOD.TO,Green Organic Dutchman Holdings Ltd,"Manufacturing, Cannabis, Healthcare"
TH.TO,Theratechnologies Inc.,"Manufacturing, Healthcare, Pharmaceuticals"
THNK.V,Think Research Corporation,
THRM.V,Therma Bright Inc,
TIC.V,"Titanium Corporation, Inc.",
TIH.TO,Toromont Industries Ltd.,"Machinery, Construction"
TIXT.TO,TELUS International Cda Inc,
TKO.TO,Taseko Mines Ltd.,"Mining, Materials"
TLG.TO,Troilus Gold Corp,"Mining, Materials"
TLO.TO,Talon Metals Corp,
TM.V,Trigon Metals Inc,
TMC.V,Trench Metals Corp. (Class A),
TMD.TO,Titan Medical Inc,"Manufacturing, Healthcare, Engineering, Technology"
TML.TO,Treasury Metals Inc,
TNT-UN.TO,True North Commercial Real Estate Investment Trust,"Real Estate, Finance"
TNX.TO,Tanzanian Gold Corp,
TOI.V,Topicus.com Inc,
TORO.V,Pucara Gold Ltd.,
TOU.TO,Tourmaline Oil Corp,"Energy, Oil and Gas"
TOY.TO,Spin Master Corp,"Manufacturing, Healthcare, Biotechnology"
TPZ.TO,Topaz Energy Corp,
TRBE.V,Tribe Property Technologies Inc,
TRI.TO,Thomson-Reuters Corp,Finance
TRIL.TO,Trillium Therapeutics Inc,"Manufacturing, Healthcare, Biotechnology"
TRP-PR-J.TO,TC Energy Corporation - FXDFR PRF PERPETUAL CAD 25 - Ser 13,"Energy, Oil and Gas"
TRP.TO,TC Energy Corporation,"Energy, Oil and Gas"
TRQ.TO,Turquoise Hill Resources Ltd,
TRZ.TO,"Transat A.T., Inc.",Travel
TSK.TO,Talisker Resources Ltd,
TSL.TO,Tree Island Steel Ltd,"Manufacturing, Materials"
TSN.V,Telson Mining Corp.,"Mining, Materials"
TSU.TO,Trisura Group Ltd,
TTR.V,Titanium Transportation Group Inc,"Logistics, Transportation"
TUD.V,Tudor Gold Corp,
TUO.V,Teuton Resources Corp.,"Mining, Materials"
TVE.TO,Tamarack Valley Energy Ltd,"Energy, Oil and Gas"
TWM.TO,Tidewater Midstream and Infrastructure Ltd,"Energy, Oil and Gas"
TXG.TO,Torex Gold Resources Inc,"Mining, Materials"
TXP.TO,Touchstone Exploration Inc.,
U.TO,Uranium Participation Corporation,Finance
UCU.V,Ucore Rare Metals Inc,
UFS.TO,Domtar Corporation,Manufacturing
UGD.V,"Unigold, Inc.",
UGE.V,UGE International Ltd,
UNI.TO,Unisync Corp,
UNS.TO,Uni-Select Inc.,"Transportation, Automotive"
UPI.V,Universal PropTech Inc.,
URC.V,Uranium Royalty Corp,
URE.TO,Ur-Energy Inc.,"Mining, Materials"
USA.TO,Americas Gold and Silver Corp,
VERY.V,Very Good Food Company Inc (the),
VET.TO,Vermilion Energy Inc,"Energy, Oil and Gas"
VFF.TO,Village Farms International Inc,"Agriculture, Biotechnology"
VG.V,Volcanic Gold Mines Inc,
VGCX.TO,Victoria Gold Corp,
VGLD.V,Vangold Mining Corp,
VHI.V,Vitalhub Corp,
VIPR.V,Silver Viper Minerals Corp,
VIV.V,Avivagen Inc,Biotechnology
VLE.TO,Valeura Energy Inc,"Energy, Oil and Gas"
VLI.V,Vision Lithium Inc.,
VLNS.TO,Valens Company Inc (The),
VMC.V,Vicinity Motor Corp,
VMD.TO,Viemed Healthcare Inc,"Consulting, Healthcare"
VNP.TO,5N Plus Inc,"Manufacturing, Materials"
VPT.V,Ventripoint Diagnostics Ltd,
VQS.TO,VIQ Solutions Inc,
VSR.V,Vanstar Mining Resources Inc,
VXL.V,Vaxil Bio Ltd.,
VXTR.V,Voxtur Analytics Corp,
VZLA.V,Vizsla Silver Corp,
WBE.V,Westbond Enterprises Corp,
WCN.TO,Waste Connections Inc,Environmental Services
WCP.TO,Whitecap Resources Inc,"Energy, Oil and Gas"
WDO.TO,Wesdome Gold Mines Ltd.,"Mining, Materials"
WE.V,WeCommerce Holdings Ltd (Class A),
WED.V,Westaim Corp,Finance
WEED.TO,Canopy Growth Corporation,"Manufacturing, Cannabis, Healthcare"
WEF.TO,Western Forest Products Inc.,"Manufacturing, Machinery, Materials"
WELL.TO,WELL Health Technologies Corp,
WFG.TO,"West Fraser Timber Co., Ltd.","Manufacturing, Machinery, Materials"
WGO.V,White Gold Corp,"Mining, Materials"
WHG.V,Whitehorse Gold Corp,
WHN.V,Westhaven Gold Corp.,
WILD.TO,WildBrain Ltd,
WIN.V,Windfall Geotek Inc,
WIR-U.TO,WPT Industrial Real Estate Investment Trust,
WISH.V,Wishpond Technologies Ltd.,
WJX.TO,Wajax Corp,Machinery
WLLW.TO,Willow Biosciences Inc,
WM.TO,Wallbridge Mining Company Ltd.,
WMD.V,WeedMD Inc,Cannabis
WN.TO,George Weston Ltd.,"Food, Manufacturing, Retail, Consumer Products"
WPK.TO,"Winpak, Ltd.","Manufacturing, Materials"
WPM.TO,Wheaton Precious Metals Corp,"Mining, Materials"
WPRT.TO,Westport Fuel Systems Inc,"Manufacturing, Machinery, Transportation"
WRN.TO,Western Copper & Gold Corp,"Mining, Materials"
WSP.TO,WSP Global Inc,"Construction, Engineering"
WTE.TO,Westshore Terminals Investment Corporation,"Logistics, Transportation"
X.TO,TMX Group Ltd,Finance
XAU.TO,GoldMoney Inc,"Software, Internet, Technology"
XBC.TO,Xebec Adsorption Inc,
XIM.V,Ximen Mining Corp,"Mining, Materials"
XLY.V,Auxly Cannabis Group Inc.,"Cannabis, Finance"
YES.V,CHAR Technologies Ltd,
YGR.TO,Yangarra Resources Ltd,"Energy, Oil and Gas"
YGT.V,Gold Terra Resource Corp,
YNV.V,Ynvisible Interactive Inc (Class A),"Manufacturing, Machinery, Electronics, Engineering, Technology"
YRI.TO,Yamana Gold Inc.,"Mining, Materials"
ZAC.V,Zacatecas Silver Corp,
ZEN.V,ZEN Graphene Solutions Ltd,
ZOMD.V,Zoomd Technologies Ltd,
ZZZ.TO,Sleep Country Canada Holdings Inc,"Retail, Consumer Products"
